scenario_name,protocol_family,proof_bytes,chunk_size,query_count,predicted_cu,lower_cu,upper_cu,verification_core_cu,transport_overhead_cu,component_predicted_cu,component_gap_vs_monolithic_cu,cu_budget_fraction,proof_transport_pressure,feasible,feasibility_reasons,notes
spend-whir-p5632-c640-q3,WHIR,5632,640,3,1427109.495118,1368088.099828,1486130.890407,1420363.450359,6754.993853,1427118.444212,8.949094,1.019364,4.571429,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 5.8 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5088; this profile overrides it to 5632 for transport sensitivity."
spend-whir-p5632-c640-q4,WHIR,5632,640,4,1525686.727722,1466665.332432,1584708.123011,1518908.321882,6754.993853,1525663.315735,-23.411987,1.089776,4.571429,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 7.7 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 5336; this profile overrides it to 5632 for transport sensitivity."
spend-whir-p5632-c640-q5,WHIR,5632,640,5,1624263.960325,1565242.565036,1683285.355615,1617453.193406,6754.993853,1624208.187258,-55.773067,1.160189,4.571429,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 9.6 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 5584; this profile overrides it to 5632 for transport sensitivity."
spend-whir-p6144-c448-q3,WHIR,6144,448,3,1432426.306607,1373404.911317,1491447.701896,1424404.199293,8036.528667,1432440.727960,14.421353,1.023162,4.987013,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 5.8 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5088; this profile overrides it to 6144 for transport sensitivity."
spend-whir-p6144-c448-q4,WHIR,6144,448,4,1531003.539211,1471982.143921,1590024.934500,1522949.070816,8036.528667,1530985.599483,-17.939728,1.093574,4.987013,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 7.7 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 5336; this profile overrides it to 6144 for transport sensitivity."
spend-whir-p6144-c448-q5,WHIR,6144,448,5,1629580.771815,1570559.376525,1688602.167104,1621493.942339,8036.528667,1629530.471007,-50.300808,1.163986,4.987013,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 9.6 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 5584; this profile overrides it to 6144 for transport sensitivity."
spend-whir-p6144-c512-q3,WHIR,6144,512,3,1432077.984969,1373056.589679,1491099.380258,1424404.199293,7686.359275,1432090.558567,12.573599,1.022913,4.987013,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 5.8 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5088; this profile overrides it to 6144 for transport sensitivity."
spend-whir-p6144-c512-q4,WHIR,6144,512,4,1530655.217573,1471633.822283,1589676.612862,1522949.070816,7686.359275,1530635.430091,-19.787482,1.093325,4.987013,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 7.7 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 5336; this profile overrides it to 6144 for transport sensitivity."
spend-whir-p6144-c512-q5,WHIR,6144,512,5,1629232.450177,1570211.054887,1688253.845466,1621493.942339,7686.359275,1629180.301614,-52.148563,1.163737,4.987013,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 9.6 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 5584; this profile overrides it to 6144 for transport sensitivity."
spend-whir-p6144-c640-q3,WHIR,6144,640,3,1431729.663331,1372708.268041,1490751.058620,1424404.199293,7336.189882,1431740.389175,10.725844,1.022664,4.987013,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 5.8 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5088; this profile overrides it to 6144 for transport sensitivity."
spend-whir-p6144-c640-q4,WHIR,6144,640,4,1530306.895935,1471285.500645,1589328.291224,1522949.070816,7336.189882,1530285.260698,-21.635237,1.093076,4.987013,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 7.7 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 5336; this profile overrides it to 6144 for transport sensitivity."
spend-whir-p6144-c640-q5,WHIR,6144,640,5,1628884.128539,1569862.733249,1687905.523828,1621493.942339,7336.189882,1628830.132221,-53.996317,1.163489,4.987013,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 9.6 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 5584; this profile overrides it to 6144 for transport sensitivity."
spend-whir-p6656-c448-q3,WHIR,6656,448,3,1437046.474820,1378025.079530,1496067.870110,1428444.948226,8617.724697,1437062.672923,16.198103,1.026462,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 5.8 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5088; this profile overrides it to 6656 for transport sensitivity."
spend-whir-p6656-c448-q4,WHIR,6656,448,4,1535623.707424,1476602.312134,1594645.102713,1526989.819750,8617.724697,1535607.544446,-16.162978,1.096874,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 7.7 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 5336; this profile overrides it to 6656 for transport sensitivity."
spend-whir-p6656-c448-q5,WHIR,6656,448,5,1634200.940028,1575179.544738,1693222.335317,1625534.691273,8617.724697,1634152.415970,-48.524058,1.167286,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 9.6 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 5584; this profile overrides it to 6656 for transport sensitivity."
spend-whir-p6656-c512-q3,WHIR,6656,512,3,1436698.153182,1377676.757892,1495719.548471,1428444.948226,8267.555304,1436712.503530,14.350349,1.026213,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 5.8 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5088; this profile overrides it to 6656 for transport sensitivity."
spend-whir-p6656-c512-q4,WHIR,6656,512,4,1535275.385786,1476253.990496,1594296.781075,1526989.819750,8267.555304,1535257.375054,-18.010732,1.096625,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 7.7 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 5336; this profile overrides it to 6656 for transport sensitivity."
spend-whir-p6656-c512-q5,WHIR,6656,512,5,1633852.618390,1574831.223100,1692874.013679,1625534.691273,8267.555304,1633802.246577,-50.371813,1.167038,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 9.6 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 5584; this profile overrides it to 6656 for transport sensitivity."
spend-whir-p6656-c640-q3,WHIR,6656,640,3,1436349.831544,1377328.436254,1495371.226833,1428444.948226,7917.385911,1436362.334138,12.502594,1.025964,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 5.8 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 13. | Derived proof_bytes baseline was 5088; this profile overrides it to 6656 for transport sensitivity."
spend-whir-p6656-c640-q4,WHIR,6656,640,4,1534927.064148,1475905.668858,1593948.459437,1526989.819750,7917.385911,1534907.205661,-19.858487,1.096376,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 7.7 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 14. | Derived proof_bytes baseline was 5336; this profile overrides it to 6656 for transport sensitivity."
spend-whir-p6656-c640-q5,WHIR,6656,640,5,1633504.296752,1574482.901462,1692525.692041,1625534.691273,7917.385911,1633452.077184,-52.219567,1.166789,5.402597,false,predicted CU exceeds the transaction compute budget | query-controlled soundness lower bound 9.6 bits is below the 128.0-bit target,"Structured spend-screen profile derived from explicit statement and arithmetization assumptions; total_rows=6720, log2_rows=13. | Literal absolute proof queries in the screening model. q is an explicit verifier-query counter, not a query-round counter and not an effective-query estimate after hidden batching. | Query soundness is assessed with the official WHIR query-term models at inverse rate 16: Johnson-bound as the lower bound and capacity-bound as the upper bound, plus 0 PoW bits. | This tuned screen uses log_inv_rate=4 and grinding_bits=0. | field_inv_ops uses a structural proxy of 5 instead of the earlier query-scaled proxy of 15. | Derived proof_bytes baseline was 5584; this profile overrides it to 6656 for transport sensitivity."
